,Y
2021,0
3951,1
3341,1
799,1
6495,0
5426,1
5640,0
5399,1
7960,1
9913,0
428,0
8772,1
4463,1
7735,1
6218,1
7972,0
9530,1
7489,1
5027,1
6833,0
8926,0
8223,1
9861,0
7955,1
5999,1
7652,1
8120,1
1617,1
4603,0
5863,0
3305,0
6235,1
3740,0
2582,0
2788,1
8649,1
5829,0
3571,0
8291,1
4469,0
2770,1
8777,1
256,0
2334,0
604,0
4562,1
8903,1
2002,0
4512,1
9413,1
4926,1
8595,0
3612,1
1483,1
6099,0
7543,0
5814,0
2614,0
2846,1
6936,0
3155,0
3150,1
6179,0
4679,1
1157,1
995,1
1964,0
9792,0
3821,1
8009,0
6060,0
4730,0
6432,0
4776,1
2154,1
1083,0
3313,0
53,1
6643,1
8658,0
8927,0
4647,0
3916,1
5474,1
3882,0
4789,0
7166,1
4258,0
8521,1
7255,1
75,0
8708,1
1121,0
7667,0
7225,1
3860,0
367,0
9850,1
1041,1
4384,0
92,1
3154,0
501,1
1204,0
949,1
3761,0
291,1
9678,1
8102,0
1851,0
9751,1
905,1
6349,0
4064,0
5702,0
7552,0
1329,1
8489,1
3232,0
8930,1
1836,1
534,0
4480,0
5762,1
4915,0
5920,0
1089,1
194,1
9543,1
5817,0
8199,0
8596,0
7141,0
455,1
3596,1
7639,1
4875,0
3755,1
639,0
5135,0
7006,0
5932,1
5191,1
5298,0
3053,0
3411,0
4901,0
1840,0
2315,0
4482,1
9320,1
6811,0
52,0
7312,0
997,0
4400,0
2441,0
8284,0
6257,0
4953,0
4499,0
965,1
1155,1
5611,1
9099,0
5347,0
6174,0
7178,1
4106,1
609,0
4833,1
1581,0
7301,0
6194,0
957,1
1195,0
329,0
172,0
2578,1
7306,1
8039,0
9973,0
7124,0
6278,1
652,0
3996,0
5689,1
4516,1
2681,1
5355,0
8551,1
6130,0
3112,0
3218,0
8953,0
7229,0
6586,0
4640,0
6271,0
7845,1
6980,1
4535,1
7980,0
176,0
8053,1
3276,1
4030,1
8304,1
1722,0
5389,1
5488,1
4872,0
9118,0
8840,1
5886,0
6261,0
7816,1
8536,0
6155,1
2842,0
4066,0
2041,1
7696,1
549,1
2726,0
8507,1
6966,0
4100,1
1257,1
5579,1
5436,0
1258,0
7383,1
6544,0
1285,1
7527,1
6492,1
5574,1
9480,1
2494,1
1621,0
320,0
3806,1
7827,1
5990,0
3063,0
9822,1
8696,0
1224,0
2721,1
6209,0
855,0
5402,0
7882,0
6031,1
9745,0
9945,0
2549,1
9356,1
9276,0
7690,0
5672,0
831,0
6411,1
8511,0
6479,1
1201,1
2572,0
6341,0
5700,1
9052,0
2387,0
1939,1
7692,1
1479,0
9203,1
3968,0
7825,1
3696,0
2096,1
9208,1
9091,1
6915,1
6406,1
4045,0
5407,0
9933,1
9161,0
7727,0
6817,1
3243,0
2562,0
7594,0
2058,1
808,1
1022,0
3161,0
8576,1
7701,0
5974,1
4913,0
5025,0
2372,0
2963,0
8974,0
530,0
2017,0
7637,0
6888,1
2813,0
567,0
8787,0
9867,1
5053,1
9577,1
6562,0
9962,0
2064,1
8080,0
3804,1
9590,0
2922,0
7118,0
5682,0
2320,0
8898,1
9581,0
3236,0
640,1
8656,0
9344,1
9766,0
5033,0
4093,0
4136,0
8823,0
801,0
5948,1
5158,0
9532,0
3398,1
5897,1
4918,0
166,1
7430,0
3286,0
2178,0
4607,1
521,0
7984,0
4252,0
1842,1
3777,0
3836,1
9292,0
9194,0
1159,0
5807,0
4681,0
3568,1
8968,1
8714,1
6316,1
4803,0
2356,0
8132,1
6098,1
213,0
1176,0
8944,0
1286,0
7762,0
2753,0
3012,0
5296,0
1118,0
3106,0
5462,0
2880,0
2035,1
6489,0
180,1
1374,0
939,0
1441,1
2828,1
5608,1
6366,1
6070,1
2812,0
1435,0
7751,0
8154,1
1078,0
6828,0
2226,1
2227,1
4215,1
787,0
79,1
9186,1
4648,1
85,0
535,1
1140,0
4377,1
9583,0
4576,1
4388,0
7666,0
8949,0
8016,0
1274,0
8346,1
495,1
888,1
7518,0
7216,1
6555,0
5385,0
9310,1
1049,1
8958,0
18,0
3214,0
4382,1
4867,1
1571,1
7869,0
5665,1
7356,1
7167,1
3123,0
6211,0
3509,1
1568,1
8040,0
3353,0
7362,0
4615,0
6041,1
1126,0
8000,0
573,1
3267,1
9494,0
7351,0
4781,1
8428,0
5271,1
6741,1
1501,0
8844,1
3315,1
687,0
629,0
4944,0
4337,0
5214,1
4621,0
5958,0
4664,1
585,1
6188,1
8052,0
6065,0
8038,1
7856,0
7799,1
6180,0
1666,1
4742,0
3195,0
2515,0
7274,0
2506,0
6829,0
2396,1
6798,0
433,0
2956,0
7009,0
9489,0
6089,1
9395,1
1867,1
7764,1
724,0
9448,1
8815,1
1974,0
6520,0
6264,0
1304,0
2234,1
8337,1
8921,0
8310,1
3410,0
4,1
5646,1
3729,0
8198,0
6532,1
582,0
9645,0
875,0
1473,0
4408,0
3651,0
6778,1
9918,1
7474,0
6633,0
8110,0
1693,0
9830,0
5614,0
8698,0
3310,1
812,0
1264,0
6172,1
892,1
6080,0
1726,1
5759,1
7988,0
9791,1
3443,0
5316,1
8942,1
2401,1
5336,1
5155,1
8101,0
1695,0
6439,1
4503,1
5371,0
8124,1
852,0
5843,0
9352,0
3130,1
4226,0
2875,0
2962,0
1929,0
8174,0
2719,1
7492,1
5122,1
7032,0
8345,1
5784,0
5478,1
8817,1
8342,0
5954,0
7876,0
6436,0
1788,0
9251,0
7724,0
6391,1
854,0
6498,0
3721,1
6879,1
971,0
9758,0
2628,0
6273,0
5368,1
6148,1
7730,1
6120,0
9734,0
6540,1
2094,0
44,0
9591,1
3272,1
4417,0
3663,1
2966,0
1544,0
4813,0
6122,0
4914,0
494,0
9966,1
9181,0
6793,0
668,0
145,1
2005,1
5410,0
4275,0
9793,0
1133,0
7157,1
531,1
3423,0
4218,0
5076,0
555,0
4402,1
4573,0
795,0
3055,0
8919,1
1593,0
3143,1
6985,1
9074,1
9121,0
3343,1
7682,0
8046,0
6992,1
8436,0
5200,0
2495,0
2761,0
5957,0
7817,1
3993,0
856,0
8248,1
9129,0
4884,0
1423,0
140,0
5571,1
1612,0
7122,0
2430,1
9122,1
6564,1
9187,1
8107,0
8390,0
5367,0
7574,0
302,1
6525,0
7066,1
8512,0
6551,1
1390,1
1760,0
3707,1
7529,1
1163,1
8262,0
6015,1
1132,1
6859,0
1248,1
171,0
778,0
2304,0
7803,0
6189,0
8899,1
12,1
2493,0
31,0
2899,0
2379,0
3266,1
6964,0
1243,0
6334,0
6077,0
5038,1
9803,0
4711,1
8584,0
345,0
5946,1
8210,1
1062,1
7588,0
6240,0
5215,0
8860,0
2185,0
6421,1
6776,0
915,1
2135,0
4331,1
6137,0
6363,0
9928,1
136,1
6156,0
772,0
5504,0
9084,0
8281,0
7685,1
9411,0
1031,0
8728,0
1283,0
951,0
6869,0
3347,0
4235,1
7786,1
919,1
5331,0
9041,1
6896,0
2193,1
4639,1
6990,0
6714,0
9807,0
9643,1
5212,0
6630,0
5673,0
5705,0
1606,0
9305,0
4188,0
2860,0
5168,0
21,0
444,1
5233,1
6752,0
2522,0
878,1
1072,0
196,1
7602,0
6878,1
410,0
318,0
6280,1
5311,0
3891,1
5583,0
4169,0
8807,0
6576,0
3933,1
1660,1
7959,1
5769,0
1614,1
2082,0
3733,0
7580,0
5455,1
4084,0
3307,1
8019,1
6983,0
4810,0
1522,1
2164,1
9394,1
3845,1
5178,0
4527,0
3401,0
1960,0
2877,1
2768,1
5795,0
8754,0
1540,1
9549,0
2622,0
356,0
9245,1
4917,0
1115,1
3322,1
5782,0
968,1
1678,1
7684,0
6530,0
6982,1
5328,0
1112,1
6207,0
5835,0
7646,0
2581,1
8920,1
418,0
7560,1
8498,1
1313,1
5294,1
8895,1
7917,0
4251,0
5597,1
8791,0
9278,1
8923,0
484,0
77,0
3546,0
4676,1
6197,0
7253,1
6229,1
8348,1
8956,1
9794,1
7813,1
7268,0
1655,1
4605,0
4611,0
5342,0
1397,1
373,1
2368,0
3880,1
1327,0
7018,0
967,0
7291,1
9363,0
5045,0
7170,1
5644,0
8965,0
502,0
8388,1
3758,1
3187,0
8372,1
6861,0
4205,1
6043,0
2220,0
4208,1
6468,1
7015,0
4669,0
4578,1
8541,1
7883,0
8680,1
9388,0
1364,0
889,0
1864,0
1742,0
8893,0
4145,0
6602,0
8146,1
5241,1
6354,0
9901,1
6567,0
4549,0
3871,1
1718,1
465,1
414,1
5918,1
9818,0
9436,0
2024,0
1652,1
9260,1
5447,1
4099,0
6599,1
4873,0
1210,1
4164,1
5310,0
5280,1
8300,1
4063,0
2560,0
6142,1
2458,0
348,0
8824,0
3676,0
3084,0
8204,1
8562,1
3201,0
760,0
8057,0
5020,0
5291,1
4651,0
9958,0
8724,1
7870,0
5163,0
9487,0
7906,0
1297,1
5005,1
2056,0
122,1
9999,0
6153,0
7627,1
7812,0
8169,0
3598,1
7188,0
2301,0
4677,1
5198,0
2730,1
5736,1
164,0
2175,0
7053,0
789,0
4199,1
8438,0
1287,0
6605,1
3834,1
185,1
7047,0
1449,0
3658,0
6296,0
631,0
3932,0
1610,0
6027,1
6814,0
5616,1
4506,1
3256,1
4081,0
1291,0
7414,1
6444,0
3515,0
723,1
9552,0
7734,0
1237,1
2982,0
9461,0
226,0
6940,0
2901,0
1381,1
2525,0
3784,0
7221,1
54,0
7333,0
6008,0
8322,0
2204,1
9996,1
3985,0
7263,0
8208,0
2755,0
4655,0
777,0
7296,1
3626,1
4912,1
6989,0
2192,1
5658,0
3839,0
2829,0
3402,0
9460,0
1150,0
4379,1
4407,0
3308,0
3127,1
9798,0
3697,0
5018,0
6922,0
5211,1
5534,1
8721,0
4862,0
7299,1
529,0
9185,1
9934,0
2302,1
6294,0
2505,0
6868,1
2464,1
3348,1
7675,0
5969,1
2711,0
8165,1
605,0
8733,0
6656,1
3104,1
8788,0
2763,0
1768,0
7008,0
9290,0
7665,0
1377,1
3388,1
182,1
5274,0
1942,1
2450,0
3748,1
3507,0
3289,0
9519,0
5083,0
2210,0
6092,1
6450,0
9027,1
2733,0
3309,1
9562,1
1875,1
9558,0
8808,0
2736,0
9248,1
7496,0
2757,1
5468,1
3391,1
9736,1
4635,0
8700,0
2137,0
2004,0
279,0
7679,0
8202,0
2241,0
7046,0
7406,0
9221,0
2532,0
1597,0
7508,1
4442,0
6409,1
2623,1
3944,0
6241,0
5722,0
6109,1
5803,1
3747,0
8654,0
1706,1
4812,1
2006,1
8768,0
2083,1
293,1
4518,0
3134,1
6407,0
7023,0
9882,0
9160,1
8303,1
1733,0
2841,0
7294,1
8029,1
9929,1
2624,0
3359,1
2141,0
5801,0
4551,0
343,0
5627,0
4987,0
8468,1
712,0
1769,0
633,0
9101,0
9357,0
7381,0
262,1
1122,0
5247,1
6902,0
3627,0
7081,1
6222,1
1934,0
3793,1
7444,1
9345,1
929,1
2914,0
743,0
6920,0
5461,1
8339,1
5637,1
9983,0
3900,1
5262,0
4659,1
8598,1
4860,0
66,0
3383,0
2565,0
7457,1
3445,1
1312,1
8683,0
1924,0
2466,1
4321,0
4709,0
6850,0
618,1
9153,0
2270,1
7036,0
2938,0
5002,1
4279,1
352,1
8042,0
3490,0
4490,1
105,0
1262,0
476,0
4046,0
6339,0
9302,0
6785,0
7151,1
5378,1
56,0
9829,0
1529,1
5194,0
4028,0
3677,1
9497,1
6939,1
1197,1
4758,0
4971,1
3943,1
7581,0
2216,0
4536,1
6889,1
615,0
4025,0
3897,0
4229,0
200,0
4368,0
1223,0
5220,0
2385,1
6849,0
3644,0
1275,0
8225,1
660,1
5861,0
7647,1
3147,1
7364,1
4620,0
4394,1
5632,0
8801,0
1822,1
8444,1
3164,0
8314,0
8448,0
8095,0
4221,1
2616,0
2282,1
412,1
351,1
9978,0
593,1
3539,1
2827,0
431,1
7403,0
1622,1
109,0
5938,1
7169,0
480,1
8744,1
7880,1
922,0
7024,0
3797,1
9315,0
9668,1
4606,0
907,0
9032,0
8966,1
3056,1
5823,1
2124,0
3162,1
99,1
9108,1
8564,0
3258,1
7205,1
8730,0
7806,1
1358,1
175,0
5497,1
7285,1
1656,1
747,0
2950,0
3242,0
5624,0
1005,0
4053,0
3458,0
5459,1
6559,1
5081,0
1803,0
790,0
4921,1
6237,1
3578,1
7737,0
6582,1
4733,0
6872,0
7568,1
3089,1
9065,0
7228,1
8967,1
600,0
2442,0
3448,1
6917,0
6417,1
6202,0
5600,0
5620,0
6467,0
2686,0
1321,0
6671,0
4721,0
7345,1
5749,0
5678,1
3264,0
2121,0
8235,1
5387,0
3675,1
6395,0
8244,0
8552,1
1147,1
4116,1
5281,1
3928,0
4976,0
9984,1
3858,0
3575,0
5858,1
3304,0
1331,0
2211,1
1143,0
4415,0
4371,0
2412,1
4582,1
349,1
8425,1
1395,1
4114,0
9823,0
8676,0
8681,0
8197,0
2672,1
817,0
2447,0
7455,1
4117,1
8258,0
7246,0
4898,1
141,0
9379,1
910,1
9729,0
7801,1
3327,0
2345,1
6353,1
7510,1
9495,0
5517,0
5072,0
8526,0
1505,1
9349,0
7145,0
6908,0
8420,0
432,0
5561,0
2298,0
7079,0
7775,0
5416,0
1576,1
2976,0
1002,1
610,0
6912,0
9275,0
7836,0
2284,1
4749,0
2597,0
4458,0
3796,0
1450,0
1405,1
2381,0
9568,1
506,1
5983,0
1559,0
2228,0
9922,0
6205,1
1967,0
9178,0
9925,1
2469,0
9189,0
6587,1
1774,1
2659,1
5016,1
1086,1
435,1
489,0
1628,0
7491,1
8211,1
1307,1
1399,1
1687,0
45,1
4509,0
9309,1
7379,0
4494,0
8352,1
8859,0
106,0
3673,0
6079,1
2646,0
382,0
7804,0
4244,0
6413,0
5039,0
3081,0
519,1
532,1
5931,0
3368,0
4298,1
2867,0
8184,0
1971,1
8891,0
8616,0
1416,0
1906,0
3231,1
2679,0
2568,1
2972,1
5388,0
765,0
6779,1
7653,0
1898,1
9603,1
4148,1
6913,1
9783,1
4772,1
8117,1
681,0
6480,1
9993,0
8643,1
3560,0
707,1
7566,1
2022,1
9652,0
7272,0
7101,0
1847,1
8993,0
4684,0
5746,1
1170,0
1817,0
6286,1
5844,0
7182,1
2845,0
1330,0
388,1
2919,1
9838,0
1228,1
9865,0
8902,1
2727,0
7593,0
5988,0
739,1
258,0
5837,0
5428,1
1514,1
2547,1
4300,1
7256,0
6557,0
914,1
5951,1
6999,1
7132,0
7004,1
7212,1
8957,0
9265,0
2695,1
9128,1
3547,0
729,1
2741,0
3811,0
2797,1
3817,0
7359,0
4255,1
8508,1
1365,0
630,1
8341,0
5492,0
8863,1
3741,0
3610,1
1415,1
9139,1
1241,0
1763,0
3259,0
6533,0
8411,0
1925,0
9634,0
5359,1
6383,1
2242,1
3532,0
9725,0
4672,0
6415,0
5074,1
7026,0
3204,1
5456,0
4495,1
8766,1
4083,0
6310,0
1604,1
5482,0
5512,0
6161,1
5451,1
6760,1
2591,0
1694,0
3851,1
1472,0
653,1
8422,1
2564,1
3643,1
2101,0
3196,0
3221,0
3602,0
4704,1
8589,1
5030,1
6601,0
9728,1
8870,0
5715,0
8962,0
8431,0
2552,0
2157,0
9720,0
1589,1
6583,1
9763,1
5821,0
4828,0
570,1
2634,1
317,0
6186,0
6052,0
3303,1
2217,0
7473,1
5157,1
9531,0
9940,0
3959,0
8126,1
963,0
4595,1
5010,1
364,0
3087,1
1017,1
2981,0
9638,0
2398,0
1691,0
9510,1
4722,1
2057,0
3432,0
8618,1
6775,0
1154,0
6969,1
7121,1
2488,1
4995,0
526,0
1117,0
426,1
4297,0
3812,0
6880,0
6959,0
6216,1
3542,0
7842,0
5973,0
3638,0
9780,1
4840,1
1996,0
8228,0
4177,0
2888,1
7595,1
3416,0
8412,0
3390,0
6701,0
4646,0
2869,0
6961,0
785,0
5304,0
6477,1
6233,1
6399,0
406,0
8295,1
6379,0
7465,1
8540,0
2422,1
7985,0
917,0
61,0
5420,0
8588,1
7469,0
41,1
1849,0
3914,1
2478,0
1060,0
7758,1
791,1
2644,0
8343,1
7490,0
1511,1
6038,1
1526,1
1997,1
2640,0
8693,0
2218,1
7097,1
9554,0
3613,0
9017,1
5080,0
3121,0
7210,0
255,0
8611,1
3789,1
2109,1
250,0
421,0
2857,1
199,0
6753,0
9204,1
1375,1
4988,0
5524,1
5585,0
8619,0
8203,1
8286,0
7630,0
2038,1
3778,0
3709,1
9026,0
3159,0
3679,0
94,0
8307,1
845,1
3251,1
2480,1
6672,0
8960,0
4209,0
191,0
1521,0
3725,1
3614,0
254,0
1858,0
4530,1
774,0
2187,1
6056,0
873,1
1629,1
1148,1
2970,0
7729,1
3222,1
